0,추경호 “쌀 수급 안정 대책 이달 말 발표…물가 10월 정점”,동아일보,no date,https://news.google.com./articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0Vjb25vbXkvYXJ0aWNsZS9hbGwvMjAyMjA5MTUvMTE1NDY4MDM0LzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjIwOTE1LzExNTQ2ODAzNC8x?hl=ko&gl=KR&ceid=KR%3Ako
1,"'쌀값 30% 급등', 올 상반기 '쌀플레이션' 주의보…물가당국, 예의주시 - 조선비즈",조선비즈,2021-01-13T08:00:00,https://news.google.com./articles/CBMiR2h0dHBzOi8vYml6LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjEvMDEvMTIvMjAyMTAxMTIwMjM1OC5odG1s0gFWaHR0cHM6Ly9iaXouY2hvc3VuLmNvbS9zaXRlL2RhdGEvaHRtbF9kaXIvMjAyMS8wMS8xMi8yMDIxMDExMjAyMzU4Lmh0bWw_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako
2,"이재명, 이번엔 '쌀값' 압박…'물가 상승 불쏘시개 될 수도' - 서울경제",서울경제신문,2021-11-25T08:00:00,https://news.google.com./articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzIyVTVMN1dGR1TSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjJVNUw3V0ZHVA?hl=ko&gl=KR&ceid=KR%3Ako
3,산지 쌀값 두 달 사이 7% 하락…농가 “더 떨어질 것” 불안 팽배,한국농어민신문,2021-11-30T08:00:00,https://news.google.com./articles/CBMiO2h0dHA6Ly93d3cuYWdyaW5ldC5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzA1NDE40gEA?hl=ko&gl=KR&ceid=KR%3Ako
4,"“'인플레인션 물가' 와 '쌀 시장격리제', 다른 정책이다”",농업인신문,2021-12-24T08:00:00,https://news.google.com./articles/CBMiPGh0dHBzOi8vd3d3Lm5vbmd1cGluLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz05NDgyOdIBAA?hl=ko&gl=KR&ceid=KR%3Ako
5,농민 票心 의식한 당정…쌀 매입 나선다,매일경제,2021-12-28T08:40:34,https://news.google.com./articles/CAIiEMVz4hP3fiiq1mfPmNjqy-4qGQgEKhAIACoHCAow2t-aCDDArqABMNST5AU?uo=CAUiN2h0dHBzOi8vd3d3Lm1rLmNvLmtyL25ld3MvZWNvbm9teS92aWV3LzIwMjEvMTIvMTIxNDMzNC_SAQA&hl=ko&gl=KR&ceid=KR%3Ako
6,쌀 20만톤 매입해 가격 띄운다는 정부…물가 또 오르나 [강진규의 농식품+],한국경제,2022-01-24T08:00:00,https://news.google.com./articles/CAIiEFicS-woB-gdrm8F8KgVuWYqGQgEKhAIACoHCAow0__cCjDUitABMMveiQI?uo=CAUiNmh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lY29ub215L2FydGljbGUvMjAyMjAxMjQ4NzA1adIBAA&hl=ko&gl=KR&ceid=KR%3Ako
7,"국회 농해수위 여당, 쌀시장격리 방식 '유감'",한국농정신문,2022-02-13T08:00:00,https://news.google.com./articles/CBMiOGh0dHA6Ly93d3cuaWtwbmV3cy5uZXQvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTQ2NjIy0gEA?hl=ko&gl=KR&ceid=KR%3Ako
8,[시선 플러스]정부가 쌀값 잡기에 몰두한 결과,농축유통신문,2022-02-17T08:00:00,https://news.google.com./articles/CBMiOmh0dHBzOi8vd3d3LmFtbmV3cy5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDkwMzDSAQA?hl=ko&gl=KR&ceid=KR%3Ako
9,GS25 '실속 PICK 계란과 쌀' 밥상물가 잡는다,세이프타임즈,2022-04-13T07:00:00,https://news.google.com./articles/CBMiPWh0dHA6Ly93d3cuc2FmZXRpbWVzLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xMDk5ODjSAUBodHRwOi8vd3d3LnNhZmV0aW1lcy5jby5rci9uZXdzL2FtcEFydGljbGVWaWV3Lmh0bWw_aWR4bm89MTA5OTg4?hl=ko&gl=KR&ceid=KR%3Ako
10,"[World Now_영상] 아르헨티나도 살인적 물가상승률 55%‥""빵·우유·쌀 못 사""",MBC뉴스,2022-04-14T07:00:00,https://news.google.com./articles/CBMiQmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMi93b3JsZC9hcnRpY2xlLzYzNTkzNTVfMzU2ODAuaHRtbNIBQmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMi93b3JsZC9hcnRpY2xlLzYzNTkzNTVfMzU2ODEuaHRtbA?hl=ko&gl=KR&ceid=KR%3Ako
11,쌀값 '정책 실패'…“'목표가격'사라져 물가안정대책에 이용됐다”,농업인신문,2022-04-21T07:00:00,https://news.google.com./articles/CBMiPGh0dHBzOi8vd3d3Lm5vbmd1cGluLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz05NTczMNIBAA?hl=ko&gl=KR&ceid=KR%3Ako
12,물가 폭등하는데…쌀 사들여 가격 더 높이겠다는 정부 [강진규의 데이터너머],한국경제,2022-04-27T07:00:00,https://news.google.com./articles/CAIiEEH37ORzHPibU-rumZ9F7lUqGQgEKhAIACoHCAow0__cCjDUitABMIDCjQY?uo=CAUiM2h0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9saWZlL2FydGljbGUvMjAyMjA0Mjc0NzAwadIBAA&hl=ko&gl=KR&ceid=KR%3Ako
13,“쌀도 동났다”… 멈출 줄 모르는 물가 상승에 지역아동센터 ‘한숨’ - 조선비즈,조선비즈,2022-04-29T07:00:00,https://news.google.com./articles/CBMiUmh0dHBzOi8vYml6LmNob3N1bi5jb20vdG9waWNzL3RvcGljc19zb2NpYWwvMjAyMi8wNC8yOS9DQVRJRExIRkQ1REtOS1FQRlFJTEU0SzdDUS_SAWFodHRwczovL2Jpei5jaG9zdW4uY29tL3RvcGljcy90b3BpY3Nfc29jaWFsLzIwMjIvMDQvMjkvQ0FUSURMSEZENURLTktRUEZRSUxFNEs3Q1EvP291dHB1dFR5cGU9YW1w?hl=ko&gl=KR&ceid=KR%3Ako
14,"물가 죄다 오르는데 쌀값만 급락?…""소매가·즉석밥은 더 올랐다""",한국경제,2022-05-06T08:43:59,https://news.google.com./articles/CAIiECv37KuFuHR8zaZsds0XEZ0qGQgEKhAIACoHCAow0__cCjDUitABMMveiQI?uo=CAUiNmh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lY29ub215L2FydGljbGUvMjAyMjA1MDY4MDQ4MdIBAA&hl=ko&gl=KR&ceid=KR%3Ako
15,물가상승: 전 세계 곳곳서 '더는 못 살겠다'...식량 배급 의존하거나 떠나는 사람들,BBC News 코리아,2022-05-30T07:00:00,https://news.google.com./articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20va29yZWFuL2ZlYXR1cmVzLTYxNjI5Nzgw0gEwaHR0cHM6Ly93d3cuYmJjLmNvbS9rb3JlYW4vZmVhdHVyZXMtNjE2Mjk3ODAuYW1w?hl=ko&gl=KR&ceid=KR%3Ako
16,[한두봉 칼럼] 식량안보·물가안정 지키는 고마운 쌀,농민신문,2022-05-30T07:00:00,https://news.google.com./articles/CBMiNmh0dHBzOi8vbS5ub25nbWluLmNvbS9vcGluaW9uL09QUC9TV0UvbmFtZS8zNTYyNjEvdmlld9IBAA?hl=ko&gl=KR&ceid=KR%3Ako
17,MB 때와 닮았다? 윤 정부의 물가 대응책,경향신문,2022-06-04T07:00:00,https://news.google.com./articles/CBMiRmh0dHBzOi8vbS5raGFuLmNvLmtyL3BvbGl0aWNzL3BvbGl0aWNzLWdlbmVyYWwvYXJ0aWNsZS8yMDIyMDYwNDA4MzcwMTHSAQA?hl=ko&gl=KR&ceid=KR%3Ako
18,“밀가루 대신 우리쌀”…청주시 쌀 소비 촉진 나서,한겨레,2022-06-15T07:00:00,https://news.google.com./articles/CBMiN2h0dHBzOi8vbS5oYW5pLmNvLmtyL2FydGkvYXJlYS9jaHVuZ2NoZW9uZy8xMDQ3MTE1Lmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako
19,북한 시장서 쌀·옥수수 가격 일제히 상승…주민들 속에선 ‘한숨’,Daily NK,2022-06-16T07:00:00,https://news.google.com./articles/CAIiEIaeETIqbofW_krZ_xpsigUqGQgEKhAIACoHCAow5ZaJCzDo6poDML6zpgY?uo=CAUiI2h0dHBzOi8vd3d3LmRhaWx5bmsuY29tLzIwMjIwNjE2LTEv0gEA&hl=ko&gl=KR&ceid=KR%3Ako
20,"가마당 3만700원씩 떨어진 쌀값… “RPC 창고, 햅곡 거부할 수도 있다”",농업인신문,2022-06-17T07:00:00,https://news.google.com./articles/CBMiPGh0dHBzOi8vd3d3Lm5vbmd1cGluLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz05NjE3N9IBAA?hl=ko&gl=KR&ceid=KR%3Ako
21,"""감잣값이 자고나면 올라요""…물가 상승에 무료급식소들도 걱정",한국경제,2022-06-21T07:00:00,https://news.google.com./articles/CAIiEDcgmsHepRuUEC1iTi-SrCMqGQgEKhAIACoHCAow0__cCjDUitABMP3bjQY?uo=CAUiNmh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9zb2NpZXR5L2FydGljbGUvMjAyMjA2MjE1NDE4WdIBAA&hl=ko&gl=KR&ceid=KR%3Ako
22,경실련 “쌀이 물가 주범? … 1인당 하루 쌀값 지출액 356원에 불과”,한국농정신문,2022-06-24T07:00:00,https://news.google.com./articles/CBMiOGh0dHA6Ly93d3cuaWtwbmV3cy5uZXQvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTQ3Nzg20gEA?hl=ko&gl=KR&ceid=KR%3Ako
23,[시론] 쌀값 안정대책은 정확한 진단부터,농민신문,2022-06-27T07:00:00,https://news.google.com./articles/CBMiNWh0dHBzOi8vbS5ub25nbWluLmNvbS9vcGluaW9uL09QUC9TV0UvVE1FLzM1Nzk3OS92aWV30gEA?hl=ko&gl=KR&ceid=KR%3Ako
24,“쌀 3차 격리 더 늦추면 대규모 투쟁” < 위기의 쌀산업 < 농민단체 < 농정 < 기사본문,한국농어민신문,2022-06-28T07:00:00,https://news.google.com./articles/CBMiO2h0dHA6Ly93d3cuYWdyaW5ldC5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzEwNDk30gEA?hl=ko&gl=KR&ceid=KR%3Ako
25,북한 시장서 디젤유 빼고 다 올랐다…물가 ‘고공행진’ 지속,Daily NK,2022-06-28T07:56:32,https://news.google.com./articles/CAIiEDFchRSLVZ8rdVO-6TYd3eUqGQgEKhAIACoHCAow5ZaJCzDo6poDML6zpgY?uo=CAUiI2h0dHBzOi8vd3d3LmRhaWx5bmsuY29tLzIwMjIwNjI4LTYv0gEA&hl=ko&gl=KR&ceid=KR%3Ako
26,"“고마워, 쌀!” 세계 곡물 위기, 쌀 소비 늘리는 나라들",한겨레,2022-06-30T07:00:00,https://news.google.com./articles/CBMiTGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9pbnRlcm5hdGlvbmFsL2ludGVybmF0aW9uYWxfZ2VuZXJhbC8xMDQ5MTQwLmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako
27,물가 급등에 온라인 장보기 늘어…쌀·계란·돼지고기 최대 3배 증가,아시아경제,2022-07-06T07:00:00,https://news.google.com./articles/CBMiMmh0dHBzOi8vY20uYXNpYWUuY28ua3IvYXJ0aWNsZS8yMDIyMDcwNjA4NDQ0Nzk3NjYy0gE5aHR0cHM6Ly9jbS5hc2lhZS5jby5rci9hbXB2aWV3Lmh0bT9ubz0yMDIyMDcwNjA4NDQ0Nzk3NjYy?hl=ko&gl=KR&ceid=KR%3Ako
28,치솟는 물가에도 쌀값은 폭락‥재고도 산더미,MBC뉴스,2022-07-07T07:00:00,https://news.google.com./articles/CBMiRmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIyL253dG9kYXkvYXJ0aWNsZS82Mzg1NzEyXzM1NzUyLmh0bWzSAUZodHRwczovL2ltbmV3cy5pbWJjLmNvbS9yZXBsYXkvMjAyMi9ud3RvZGF5L2FydGljbGUvNjM4NTcxMl8zNTc1My5odG1s?hl=ko&gl=KR&ceid=KR%3Ako
29,"물가 급상승에…공영홈쇼핑, 추석까지 '물가안정 프로젝트'",뉴시스,2022-07-11T07:00:00,https://news.google.com./articles/CBMiQWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlldy5odG1sP2FyX2lkPU5JU1gyMDIyMDcxMV8wMDAxOTM4MDUw0gEA?hl=ko&gl=KR&ceid=KR%3Ako
30,다른 물가는 다 오르는데 유독 쌀값만 폭락…이유는?,동아일보,2022-07-12T07:00:00,https://news.google.com./articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0Vjb25vbXkvYXJ0aWNsZS9hbGwvMjAyMjA3MTIvMTE0NDA4ODQ0LzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjIwNzEyLzExNDQwODg0NC8x?hl=ko&gl=KR&ceid=KR%3Ako
31,"식품물가 다 오르는데, 쌀값만 그대로… ‘과잉공급’이 문제 - 조선비즈",조선비즈,2022-07-17T07:00:00,https://news.google.com./articles/CBMiT2h0dHBzOi8vYml6LmNob3N1bi5jb20vcG9saWN5L3BvbGljeV9zdWIvMjAyMi8wNy8xNy9SUFhOU0hHM0k1R09YTVNDRFVMNzRLNzdVWS_SAV5odHRwczovL2Jpei5jaG9zdW4uY29tL3BvbGljeS9wb2xpY3lfc3ViLzIwMjIvMDcvMTcvUlBYTlNIRzNJNUdPWE1TQ0RVTDc0Szc3VVkvP291dHB1dFR5cGU9YW1w?hl=ko&gl=KR&ceid=KR%3Ako
32,하루가 다르게 치솟는 천정부지 고공 물가 속에서도 ' 나홀로 폭락하는 쌀값',경북탑뉴스,2022-07-24T07:00:00,https://news.google.com./articles/CBMiNmh0dHBzOi8vd3d3Lmt0bjEubmV0L25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xMzA5M9IBAA?hl=ko&gl=KR&ceid=KR%3Ako
33,"북한, 쌀-기초식품값 오름세...""식용유 등은 품귀현상""",SPN 서울평양뉴스,2022-07-25T07:00:00,https://news.google.com./articles/CBMiOmh0dHBzOi8vd3d3LnNwbmV3cy5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NTQ0NDjSAQA?hl=ko&gl=KR&ceid=KR%3Ako
34,"“전쟁에 폭염, 장마까지 3중고”…'쌀' 빼고 농산물 다 올랐다",이코노미스트,2022-08-04T07:00:00,https://news.google.com./articles/CBMiT2h0dHBzOi8vZWNvbm9taXN0LmNvLmtyLzIwMjIvMDgvMDQvaW5kdXN0cnkvZGlzdHJpYnV0aW9uLzIwMjIwODA0MTYwMDEzMjY1Lmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako
35,치솟는 물가에 쌀값은 계속 하락 ::::: 기사,대구MBC,2022-08-05T07:00:00,https://news.google.com./articles/CBMiI2h0dHA6Ly9kZ21iYy5jb20vYXJ0aWNsZS9KV0pzZ19rRmV20gEA?hl=ko&gl=KR&ceid=KR%3Ako
36,"[일문일답]정황근 ""추석 정점 농식품 물가 하락…폭우 피해 미미""",뉴시스,2022-08-10T07:00:00,https://news.google.com./articles/CBMiQWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlldy5odG1sP2FyX2lkPU5JU1gyMDIyMDgxMF8wMDAxOTc0MjY40gEA?hl=ko&gl=KR&ceid=KR%3Ako
37,식량위기라는데... 왜 밀가루는 오르고 쌀은 폭락하나,오마이뉴스,2022-08-11T07:00:00,https://news.google.com./articles/CAIiECs4x2ms-Xll7bZq_MdMhxAqMwgEKioIACIQlMpvuRrSbG9cq-Eh9NYzFyoUCAoiEJTKb7ka0mxvXKvhIfTWMxcwquOVBw?uo=CAUiQ2h0dHA6Ly93d3cub2hteW5ld3MuY29tL05XU19XZWIvVmlldy9hdF9wZy5hc3B4P0NOVE5fQ0Q9QTAwMDI4NTU5OTfSAQA&hl=ko&gl=KR&ceid=KR%3Ako
38,[시론] 곡물파동과 쌀 수요증대,농민신문,2022-08-12T07:00:00,https://news.google.com./articles/CBMiNWh0dHBzOi8vbS5ub25nbWluLmNvbS9vcGluaW9uL09QUC9TV0UvVE1FLzM2MDk3My92aWV30gEA?hl=ko&gl=KR&ceid=KR%3Ako
39,"[영상] 주호영 ""쌀은 중요한데... 물가 오르고 쌀값 떨어져""",일요서울,2022-08-12T07:00:00,https://news.google.com./articles/CBMiPmh0dHBzOi8vd3d3LmlseW9zZW91bC5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDY2MDIz0gEA?hl=ko&gl=KR&ceid=KR%3Ako
40,마트 찾은 尹대통령 ' 장바구니 물가 잡겠다' - 서울경제,서울경제신문,2022-08-18T07:00:00,https://news.google.com./articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzI2OVVIM1JJTEbSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjY5VUgzUklMRg?hl=ko&gl=KR&ceid=KR%3Ako
41,"“물가 잡으랬더니 농민 잡는다”… 국회, 정부에 쌀값 대책 촉구",시사위크,2022-08-19T07:00:00,https://news.google.com./articles/CBMiOmh0dHA6Ly93d3cuc2lzYXdlZWsuY29tL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xNTU4MzLSAQA?hl=ko&gl=KR&ceid=KR%3Ako
42,치솟는 밥상 물가 ‘각자도생’ 살림법이 필요하다,경향신문,2022-08-20T07:00:00,https://news.google.com./articles/CBMiPmh0dHBzOi8vbS5raGFuLmNvLmtyL2xpZmUvbGlmZS1nZW5lcmFsL2FydGljbGUvMjAyMjA4MjAwODAwMDMx0gFCaHR0cHM6Ly9tLmtoYW4uY28ua3IvbGlmZS9saWZlLWdlbmVyYWwvYXJ0aWNsZS8yMDIyMDgyMDA4MDAwMzEvYW1w?hl=ko&gl=KR&ceid=KR%3Ako
43,"물가는 뛰는데 쌀값만 뚝, 뚝, 뚝…53개월만에 최저",매일경제,2022-08-21T09:14:08,https://news.google.com./articles/CAIiEO5J0cGct6ATqXhdQcFXjyIqGQgEKhAIACoHCAow2t-aCDDArqABMNST5AU?uo=CAUiNmh0dHBzOi8vd3d3Lm1rLmNvLmtyL25ld3MvZWNvbm9teS92aWV3LzIwMjIvMDgvNzM4NjU4L9IBAA&hl=ko&gl=KR&ceid=KR%3Ako
44,"버려질 뻔한 '자투리', 이전에 없던 '대용량'... 참신한 '상생 상품'으로 밥상 물가 잡는다!",한국경제,2022-08-22T07:00:00,https://news.google.com./articles/CBMiPGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9wcmVzcy1yZWxlYXNlL2FydGljbGUvMjAyMjA4MjI5NTAxUNIBOGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9wcmVzcy1yZWxlYXNlL2FtcC8yMDIyMDgyMjk1MDFQ?hl=ko&gl=KR&ceid=KR%3Ako
45,"'쌀값' 폭락에…대형마트, 쌀 소비 촉진 팔 걷어 붙였다",뉴시스,2022-08-23T07:00:00,https://news.google.com./articles/CAIiEORitW-uL3wsN01YmzZmIN0qGQgEKhAIACoHCAowl7jyCjCTjNECMJnmgwY?uo=CAUiN2h0dHBzOi8vd3d3Lm5ld3Npcy5jb20vdmlldy8_aWQ9TklTWDIwMjIwODIyXzAwMDE5ODY1NzPSAQA&hl=ko&gl=KR&ceid=KR%3Ako
46,"LG경북협의회, 지역농가도 돕고 푸드마켓도 돕는 '착한 쌀 기부!'",데일리대구경북뉴스,2022-08-23T07:00:00,https://news.google.com./articles/CBMiNmh0dHA6Ly93d3cuZGFpbHlkZ25ld3MuY29tL25ld3MvYXJ0aWNsZS5odG1sP25vPTEzMzQyOdIBAA?hl=ko&gl=KR&ceid=KR%3Ako
47,“공기밥은 왜 아직도 1000원일까?”,세종포스트,2022-08-23T07:00:00,https://news.google.com./articles/CBMiOmh0dHBzOi8vd3d3LnNqcG9zdC5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NjMxNDTSAQA?hl=ko&gl=KR&ceid=KR%3Ako
