0,추경호 “쌀 수급 안정 대책 이달 말 발표…물가 10월 정점”,동아일보,no date,https://news.google.com./articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0Vjb25vbXkvYXJ0aWNsZS9hbGwvMjAyMjA5MTUvMTE1NDY4MDM0LzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjIwOTE1LzExNTQ2ODAzNC8x?hl=ko&gl=KR&ceid=KR%3Ako
48,[기고] 쌀소비 패턴변화로 경쟁력 제고하자,경남연합일보,2022-08-24T07:00:00,https://news.google.com./articles/CBMiOWh0dHA6Ly9tLmdueW5ld3MuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTM3OTA3MdIBAA?hl=ko&gl=KR&ceid=KR%3Ako
49,"""전통시장 추석 차례상 비용 30만1천원…작년보다 9.7%↑""(종합)",매일경제,2022-08-24T07:00:00,https://news.google.com./articles/CBMiNGh0dHBzOi8vbS5tay5jby5rci9uZXdzL2Vjb25vbXkvdmlldy8yMDIyLzA4Lzc0NzM0Ny_SAThodHRwczovL20ubWsuY28ua3IvbmV3cy9lY29ub215L3ZpZXctYW1wLzIwMjIvMDgvNzQ3MzQ3Lw?hl=ko&gl=KR&ceid=KR%3Ako
50,"""농업 생산비 보전하고 쌀 매수해야""…농민단체, 내주 서울서 집회",한국경제,2022-08-24T07:39:45,https://news.google.com./articles/CAIiELnJ1NTu90L690OkuSb3EH8qGQgEKhAIACoHCAow0__cCjDUitABMMveiQI?uo=CAUiNmh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lY29ub215L2FydGljbGUvMjAyMjA4MjQ1MjEyWdIBAA&hl=ko&gl=KR&ceid=KR%3Ako
51,美인플레 정점론 확산…'장바구니 물가' 끌어올린 곡물값 40% 하락,한국경제,2022-08-24T08:20:33,https://news.google.com./articles/CAIiEMgFWlU7yxAX93uD_L9GCaIqGQgEKhAIACoHCAow0__cCjDUitABMKO_jQY?uo=CAUiPGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9pbnRlcm5hdGlvbmFsL2FydGljbGUvMjAyMjA4MjQ1Mzg2MdIBAA&hl=ko&gl=KR&ceid=KR%3Ako
52,"에스넷시스템, 무료급식소 쌀 기부 및 자원봉사",ZD넷 코리아,2022-08-25T07:00:00,https://news.google.com./articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMjA4MjUxNzIyMjXSAQA?hl=ko&gl=KR&ceid=KR%3Ako
53,高물가 타고… 마트 3사 또다시 “10원이라도 더 싸게”,동아일보,2022-08-25T07:00:00,https://news.google.com./articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0Vjb25vbXkvYXJ0aWNsZS9hbGwvMjAyMjA4MjQvMTE1MTMyMDEyLzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjIwODI0LzExNTEzMjAxMi8x?hl=ko&gl=KR&ceid=KR%3Ako
54,[노컷체크]쌀값 폭락…쌀로 빵 만들면 가격 안정된다?,노컷뉴스,2022-08-27T07:00:00,https://news.google.com./articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU4MDgyOTXSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU4MDgyOTU?hl=ko&gl=KR&ceid=KR%3Ako
55,'식량 안보' 고삐 죄는 인도…밀·설탕 이어 쌀 수출 제한 검토,한국경제,2022-08-27T07:00:00,https://news.google.com./articles/CAIiECMe9Tk98wcJdzToEQXgeMcqGQgEKhAIACoHCAow0__cCjDUitABMKO_jQY?uo=CAUiPGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9pbnRlcm5hdGlvbmFsL2FydGljbGUvMjAyMjA4MjcxOTMzWdIBAA&hl=ko&gl=KR&ceid=KR%3Ako
56,"구미시, 첫 벼베기 실시",구미일보,2022-08-28T07:00:00,https://news.google.com./articles/CBMiLmh0dHA6Ly9nbWlsYm8ubmV0L21vYmlsZS9hcnRpY2xlLmh0bWw_bm89NjU2NTbSAQA?hl=ko&gl=KR&ceid=KR%3Ako
57,"롯데마트, 버려질 뻔한 자투리의 부활, 물가도 잡아",매일경제,2022-08-29T07:00:00,https://news.google.com./articles/CBMiPmh0dHBzOi8vd3d3Lm1rLmNvLmtyL25ld3Mvc3BlY2lhbC1lZGl0aW9uL3ZpZXcvMjAyMi8wOC83NjA1ODgv0gFAaHR0cHM6Ly9tLm1rLmNvLmtyL25ld3Mvc3BlY2lhbC1lZGl0aW9uL3ZpZXctYW1wLzIwMjIvMDgvNzYwNTg4Lw?hl=ko&gl=KR&ceid=KR%3Ako
58,"쌀·생선 덜 먹는 日, 수입식량 의존도↑…“국가안보 위협”",이데일리,2022-08-29T07:00:00,https://news.google.com./articles/CBMiS2h0dHBzOi8vd3d3LmVkYWlseS5jby5rci9uZXdzL3JlYWQ_bmV3c0lkPTAzMTk0NzI2NjMyNDMyMjQwJm1lZGlhQ29kZU5vPTI1N9IBAA?hl=ko&gl=KR&ceid=KR%3Ako
59,"물가 다 올랐는데 쌀값만 '뚝뚝'…민주당, 내달 1일 쌀값TF 간담회",아시아경제,2022-08-30T07:00:00,https://news.google.com./articles/CBMiMmh0dHBzOi8vY20uYXNpYWUuY28ua3IvYXJ0aWNsZS8yMDIyMDgzMDEyMjYwMDY5NDM10gE5aHR0cHM6Ly9jbS5hc2lhZS5jby5rci9hbXB2aWV3Lmh0bT9ubz0yMDIyMDgzMDEyMjYwMDY5NDM1?hl=ko&gl=KR&ceid=KR%3Ako
60,쌀값 폭락 속 '수출' 실낱 같은 희망,포항통,2022-08-30T07:00:00,https://news.google.com./articles/CBMiO2h0dHA6Ly93d3cucG9oYW5ndG9uZy5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTE2Nzk20gEA?hl=ko&gl=KR&ceid=KR%3Ako
61,생활물가안정 지원 5.5조…농축수산물 할인쿠폰 3배로 늘려,한국경제,2022-08-30T07:00:00,https://news.google.com./articles/CAIiEJO_NMYO7F9XcykWbHD9pkAqGQgEKhAIACoHCAow0__cCjDUitABMMveiQI?uo=CAUiNmh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lY29ub215L2FydGljbGUvMjAyMjA4MzA3MDU4WdIBAA&hl=ko&gl=KR&ceid=KR%3Ako
62,쌀농업 지키려면 ‘RPC 의무매입량’ 1배로↓,한국농업신문,2022-08-30T07:00:00,https://news.google.com./articles/CBMiO2h0dHA6Ly93d3cubmV3c2Zhcm0uY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTc3NzA10gE-aHR0cDovL3d3dy5uZXdzZmFybS5jby5rci9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89Nzc3MDU?hl=ko&gl=KR&ceid=KR%3Ako
63,"문현2동 금융단지주유소, 추석맞이 쌀 100포 기부",부산일보,2022-08-31T07:00:00,https://news.google.com./articles/CBMiTmh0dHA6Ly9tb2JpbGUuYnVzYW4uY29tL3ZpZXcvbmV3c3VuaWNvbGx2aWxsL3ZpZXcucGhwP2NvZGU9MjAyMjA4MzExNjM2MTI3Mzg0MNIBAA?hl=ko&gl=KR&ceid=KR%3Ako
64,[문제열의 窓] 땜질식 추석물가대책에 대한 유감,전국매일신문,2022-08-31T07:00:00,https://news.google.com./articles/CBMiPGh0dHBzOi8vd3d3Lmplb25tYWUuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTkxMjA1N9IBAA?hl=ko&gl=KR&ceid=KR%3Ako
65,"추락하는 쌀값…정부, 공공비축 물량 35만→45만톤 확대, 시기 보름 앞당겨 - 조선비즈",조선비즈,2022-09-01T07:00:00,https://news.google.com./articles/CBMiT2h0dHBzOi8vYml6LmNob3N1bi5jb20vcG9saWN5L3BvbGljeV9zdWIvMjAyMi8wOS8wMS9ITVpLU09PUzZWRlRWTTdFU01EMlRESk82US_SAV5odHRwczovL2Jpei5jaG9zdW4uY29tL3BvbGljeS9wb2xpY3lfc3ViLzIwMjIvMDkvMDEvSE1aS1NPT1M2VkZUVk03RVNNRDJUREpPNlEvP291dHB1dFR5cGU9YW1w?hl=ko&gl=KR&ceid=KR%3Ako
66,“밥 많이 한 어머니를 욕하는 경우도 있나?”,현장언론 민플러스,2022-09-01T07:00:00,https://news.google.com./articles/CBMiPGh0dHA6Ly93d3cubWlucGx1c25ld3MuY29tL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xMzA1M9IBAA?hl=ko&gl=KR&ceid=KR%3Ako
67,[포토뉴스] “물가 상승에 커가는 근심…그럼에도 한가위만 같아라”,시사저널,2022-09-02T07:00:00,https://news.google.com./articles/CBMiPmh0dHBzOi8vd3d3LnNpc2Fqb3VybmFsLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjQ1NjMz0gEA?hl=ko&gl=KR&ceid=KR%3Ako
68,"장수군의회 최한주∙김남기 의원, 민생현안 군정 촉구",전북일보,2022-09-04T02:24:13,https://news.google.com./articles/CBMiKmh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZS8yMDIyMDkwNDU4MDA2ONIBLWh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZUFtcC8yMDIyMDkwNDU4MDA2OA?hl=ko&gl=KR&ceid=KR%3Ako
69,"차례상 비용, 전통시장 30만 원...대형마트 40만원↑",원주투데이,2022-09-05T00:57:30,https://news.google.com./articles/CBMiPGh0dHA6Ly9tLndvbmp1dG9kYXkuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTEyNzc2M9IBAA?hl=ko&gl=KR&ceid=KR%3Ako
70,경기도 ' 쌀→경기미' 사용 음식점 쌀 값 차액 전액 지원...30일까지 접수,국제뉴스,2022-09-05T07:00:00,https://news.google.com./articles/CAIiEKYP4dLD2k7qWmIh_DsvfvkqMwgEKioIACIQaQG9W1X4_0OL9OcKDPkNVSoUCAoiEGkBvVtV-P9Di_TnCgz5DVUwmb3NBg?uo=CAUiPWh0dHBzOi8vd3d3Lmd1a2plbmV3cy5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTI1NDM1NjPSAQA&hl=ko&gl=KR&ceid=KR%3Ako
71,농산물 유통시장 개혁 없는 물가 잡기는 허구다,프레시안,2022-09-05T18:57:03,https://news.google.com./articles/CAIiEKQmlrnqXJ75IZnIrgU-AIUqGQgEKhAIACoHCAowobzbCjDCqcwBMJDj1gY?uo=CAUiO2h0dHBzOi8vd3d3LnByZXNzaWFuLmNvbS9wYWdlcy9hcnRpY2xlcy8yMDIyMDkwNTExNDMzMDU4Njk50gEA&hl=ko&gl=KR&ceid=KR%3Ako
72,"담양군, 추석 연휴 명절 종합대책 추진",아시아경제,2022-09-06T05:54:00,https://news.google.com./articles/CBMiMmh0dHBzOi8vY20uYXNpYWUuY28ua3IvYXJ0aWNsZS8yMDIyMDkwNjE1MjQwMjYzMDM50gE5aHR0cHM6Ly9jbS5hc2lhZS5jby5rci9hbXB2aWV3Lmh0bT9ubz0yMDIyMDkwNjE1MjQwMjYzMDM5?hl=ko&gl=KR&ceid=KR%3Ako
73,널 뛰는 날씨 속 치솟는 장바구니 물가,환경TV,2022-09-06T09:02:24,https://news.google.com./articles/CBMiQmh0dHA6Ly93d3cuZ3JlZW5wb3N0a29yZWEuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTIwMTYzN9IBRWh0dHA6Ly93d3cuZ3JlZW5wb3N0a29yZWEuY28ua3IvbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTIwMTYzNw?hl=ko&gl=KR&ceid=KR%3Ako
74,쌀값도 급등세…팬데믹 전보다 2~3배 올라,미주중앙일보,2022-09-06T12:59:03,https://news.google.com./articles/CBMiVGh0dHBzOi8vbmV3cy5rb3JlYWRhaWx5LmNvbS8yMDIyLzA5LzA2L3NvY2lldHkvZ2VuZXJhbHNvY2lldHkvMjAyMjA5MDYyMTU5MTI3MjAuaHRtbNIBAA?hl=ko&gl=KR&ceid=KR%3Ako
75,[특별기획-밀가루 전쟁①] '쌀' 대신 '밀'이 점령한 우리 식탁…내년 봄 '진짜 식량 위기' 오나,UPI뉴스,2022-09-07T07:00:00,https://news.google.com./articles/CBMiLmh0dHA6Ly93d3cudXBpbmV3cy5rci9uZXdzVmlldy91cGkyMDIyMDkwNjAwMTLSAQA?hl=ko&gl=KR&ceid=KR%3Ako
76,"“쌀 시장격리 의무화, 매입가격에 물가상승률·생산비 반영을”",한국농어민신문,2022-09-07T07:00:00,https://news.google.com./articles/CBMiO2h0dHA6Ly93d3cuYWdyaW5ldC5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzEyMTI50gEA?hl=ko&gl=KR&ceid=KR%3Ako
77,“쌀 수입대금은 늘고… 수매예산은 줄고”,농업인신문,2022-09-08T01:45:16,https://news.google.com./articles/CBMiPGh0dHBzOi8vd3d3Lm5vbmd1cGluLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz05Njc4M9IBAA?hl=ko&gl=KR&ceid=KR%3Ako
78,"조정식 “13년 만에 최악의 먹거리 물가""",일간경기,2022-09-12T07:22:47,https://news.google.com./articles/CBMiOGh0dHA6Ly93d3cuMWdhbi5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjE4Nzgx0gEA?hl=ko&gl=KR&ceid=KR%3Ako
79,"[전북 국회의원이 전하는 추석민심] “정부의 불통 우려, 쌀 값 하락 절규, 국민통합 메시지”",전북일보,2022-09-12T10:00:00,https://news.google.com./articles/CBMiKmh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZS8yMDIyMDkxMjU4MDMyNNIBLWh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZUFtcC8yMDIyMDkxMjU4MDMyNA?hl=ko&gl=KR&ceid=KR%3Ako
80,[포토] 물가 다 오르는데...쌀값은 갈수록 바닥,서울와이어,2022-09-13T05:24:24,https://news.google.com./articles/CBMiPGh0dHBzOi8vd3d3LnNlb3Vsd2lyZS5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTQ4MDQxMNIBAA?hl=ko&gl=KR&ceid=KR%3Ako
81,밥상 물가 다 오르는데 왜 쌀값만 떨어질까?,리멤버 나우,2022-09-14T00:01:37,https://news.google.com./articles/CBMiL2h0dHBzOi8vbm93LnJlbWVtYmVyYXBwLmNvLmtyLzIwMjIvMDkvMTQvMjE3NzAv0gEA?hl=ko&gl=KR&ceid=KR%3Ako
82,`포스코플레이션` 산업계 강타… 국내 물가 넘어 동남아 철강값 출렁,디지털타임스,2022-09-14T06:48:00,https://news.google.com./articles/CBMiQ2h0dHA6Ly93d3cuZHQuY28ua3IvY29udGVudHMuaHRtbD9hcnRpY2xlX25vPTIwMjIwOTE1MDIxMDA5MzIwMzEwMDHSAQA?hl=ko&gl=KR&ceid=KR%3Ako
83,경기쌀 사용 업체 최대 2억원 지원 < 중요기사1 < 경기 < 전국 < 기사본문,한국농어민신문,2022-09-14T09:42:51,https://news.google.com./articles/CBMiO2h0dHA6Ly93d3cuYWdyaW5ldC5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzEyMzE20gEA?hl=ko&gl=KR&ceid=KR%3Ako
84,"충남도의회 ""쌀값 인상·쌀 소비 정책 강구해라""",뉴스프리존,2022-09-15T11:03:25,https://news.google.com./articles/CBMiQGh0dHA6Ly93d3cubmV3c2ZyZWV6b25lLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz00MDg3NjjSAQA?hl=ko&gl=KR&ceid=KR%3Ako
85,수확 코앞인데…쌀 주산지 곳곳 '발만 동동',농민신문,2022-09-15T15:00:00,https://news.google.com./articles/CBMiNWh0dHBzOi8vd3d3Lm5vbmdtaW4uY29tL25ld3MvTkVXUy9QT0wvR09WLzM2MzAyNC92aWV30gEA?hl=ko&gl=KR&ceid=KR%3Ako
86,"이재명 ""영빈관 878억? 깜짝놀라…여론반하는 예산 막는건 의무""(종합)",한국경제,2022-09-16T02:57:45,https://news.google.com./articles/CAIiEIfBYoiFaPa2rIIlCExUFdAqGQgEKhAIACoHCAow0__cCjDUitABMPnLjQY?uo=CAUiN2h0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9wb2xpdGljcy9hcnRpY2xlLzIwMjIwOTE2NDg1OFnSAQA&hl=ko&gl=KR&ceid=KR%3Ako
87,갈아엎는 쌀 앞에 두고 밥그릇 싸움…'이재명표' 쌀값 정상화 힘겨루기?,아시아경제,2022-09-17T07:28:00,https://news.google.com./articles/CBMiMmh0dHBzOi8vY20uYXNpYWUuY28ua3IvYXJ0aWNsZS8yMDIyMDkxNzE2NTkwMDY2ODA30gE5aHR0cHM6Ly9jbS5hc2lhZS5jby5rci9hbXB2aWV3Lmh0bT9ubz0yMDIyMDkxNzE2NTkwMDY2ODA3?hl=ko&gl=KR&ceid=KR%3Ako
88,[이번 주 리뷰] 공분(公憤)산 신당역 참변…미 연준 고강도 긴축 우려에 환율 1390원대(12~17일),중앙일보,2022-09-17T20:59:00,https://news.google.com./articles/CAIiEJ8gAe9SrDL2sn22EAgoi2YqGQgEKhAIACoHCAowoNWpCzCS4MEDMMShqgc?uo=CAUiK2h0dHBzOi8vd3d3Lmpvb25nYW5nLmNvLmtyL2FydGljbGUvMjUxMDIzOTHSAQA&hl=ko&gl=KR&ceid=KR%3Ako
89,쌀값 폭락 극복…상주쌀 미국 수출,대구일보,2022-09-18T05:07:23,https://news.google.com./articles/CBMiL2h0dHBzOi8vd3d3LmlkYWVndS5jb20vbmV3c1ZpZXcvaWRnMjAyMjA5MTUwMDcw0gEA?hl=ko&gl=KR&ceid=KR%3Ako
90,'한국인의 밥심' 옛말…쌀 자리 차지한 '고기' 추월 눈 앞,아시아경제,2022-09-18T22:00:00,https://news.google.com./articles/CBMiMmh0dHBzOi8vY20uYXNpYWUuY28ua3IvYXJ0aWNsZS8yMDIyMDkxNTE0MTMwMDA5MDE40gE5aHR0cHM6Ly9jbS5hc2lhZS5jby5rci9hbXB2aWV3Lmh0bT9ubz0yMDIyMDkxNTE0MTMwMDA5MDE4?hl=ko&gl=KR&ceid=KR%3Ako
91,'프리 하이패스족'…작년 고지서 발급 비용만 '43억원',아시아경제,2022-09-19T03:36:00,https://news.google.com./articles/CBMiQGh0dHBzOi8vY20uYXNpYWUuY28ua3IvcmFua2luZy12aWV3LzIwMjIwOTE5LzIwMjIwOTE5MTAyNTQxMzM5NDLSATlodHRwczovL2NtLmFzaWFlLmNvLmtyL2FtcHZpZXcuaHRtP25vPTIwMjIwOTE5MTAyNTQxMzM5NDI?hl=ko&gl=KR&ceid=KR%3Ako
92,쌀 수입 대거 늘린 중국…국제 쌀값도 요동치나,아시아경제,2022-09-19T04:45:00,https://news.google.com./articles/CBMiPGh0dHBzOi8vY20uYXNpYWUuY28ua3IvYXJ0aWNsZS93b3JsZC1hbGwvMjAyMjA5MTkxNDE1NDIzMDAyMNIBOWh0dHBzOi8vY20uYXNpYWUuY28ua3IvYW1wdmlldy5odG0_bm89MjAyMjA5MTkxNDE1NDIzMDAyMA?hl=ko&gl=KR&ceid=KR%3Ako
93,'사재기해야 하나'…'대표 서민식품' 라면까지 가격 오른다,아시아경제,2022-09-19T05:02:00,https://news.google.com./articles/CBMiQGh0dHBzOi8vY20uYXNpYWUuY28ua3IvcmFua2luZy12aWV3LzIwMjIwOTE5LzIwMjIwOTE5MTExNTQ4MDk5MjjSATlodHRwczovL2NtLmFzaWFlLmNvLmtyL2FtcHZpZXcuaHRtP25vPTIwMjIwOTE5MTExNTQ4MDk5Mjg?hl=ko&gl=KR&ceid=KR%3Ako
94,익산시의회 '쌀값 폭락 대책 마련 촉구 건의안' 채택,뉴스핌,2022-09-19T06:45:00,https://news.google.com./articles/CBMiMGh0dHBzOi8vd3d3Lm5ld3NwaW0uY29tL25ld3Mvdmlldy8yMDIyMDkxOTAwMDY5MNIBMWh0dHBzOi8vbS5uZXdzcGltLmNvbS9uZXdzYW1wL3ZpZXcvMjAyMjA5MTkwMDA2OTA?hl=ko&gl=KR&ceid=KR%3Ako
95,[사설] 실효성 있는 쌀값 안정 대책 서둘러 내놔야,중앙신문,2022-09-19T07:13:18,https://news.google.com./articles/CBMiOGh0dHA6Ly93d3cuam9vbmdhbmcudHYvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTU2NzMy0gEA?hl=ko&gl=KR&ceid=KR%3Ako
96,"""인도, 쌀 수출 일부 금지…일부 품종 20% 수출관세 부과""",매일경제,2022-09-19T08:04:47,https://news.google.com./articles/CBMiNGh0dHBzOi8vd3d3Lm1rLmNvLmtyL25ld3Mvd29ybGQvdmlldy8yMDIyLzA5LzgyNjM2MC_SATZodHRwczovL20ubWsuY28ua3IvbmV3cy93b3JsZC92aWV3LWFtcC8yMDIyLzA5LzgyNjM2MC8?hl=ko&gl=KR&ceid=KR%3Ako
97,[사설] 쌀값 빼고 물가 다 오르는데…정부 대책 급하다,무등일보,2022-09-19T08:37:00,https://news.google.com./articles/CBMiKmh0dHA6Ly93d3cubWRpbGJvLmNvbS9kZXRhaWwvblBFMmZqLzY3ODQyN9IBAA?hl=ko&gl=KR&ceid=KR%3Ako